id,name,num,stars_y,Comments
6033,Krispy Kreme,315 ,1 ,1 
6034,Yama Sushi,315 ,5 ,5 
6035,Maria's Mexican Restaurant & Bakery,21286 ,4 ,4 
6036,Rubalcabas Taco Shop,21286 ,5 ,5 
6037,Nikki's Akropolis Pizza,21286 ,5 ,5 
6038,Palm Pizza,21286 ,4 ,4 
6039,Maria's Mexican Restaurant & Bakery,316 ,5 ,5 
6040,Art of Flavors,316 ,5 ,5 
6041,Sugar Factory,316 ,4 ,4 
6042,Verrazano Pizza,316 ,2 ,2 
6043,Cook On Wok,316 ,3 ,3 
6044,Ross J's Aloha Grill,316 ,2 ,2 
6045,Maria's Mexican Restaurant & Bakery,317 ,2 ,2 
6046,Sinaloa Tacos 2,317 ,3 ,3 
6047,Jenni Pho Grill,317 ,5 ,5 
6048,Jenni Pho Grill,317 ,5 ,5 
6049,Jenni Pho Grill,317 ,3 ,3 
6050,Lotus Chinese Restaurant & Lounge,317 ,2 ,2 
6051,Lee's Sandwiches,317 ,3 ,3 
6052,China A Go Go,317 ,1 ,1 
6053,KoMex Fusion,317 ,3 ,3 
6054,Mandarin Express,317 ,1 ,1 
6055,Maria's Mexican Restaurant & Bakery,318 ,5 ,5 
6056,Maria's Mexican Restaurant & Bakery,319 ,5 ,5 
6057,Crab Corner,319 ,5 ,5 
6058,Buffalo Wild Wings,319 ,2 ,2 
6059,Maria's Mexican Restaurant & Bakery,320 ,3 ,3 
6060,Makers & Finders Coffee,320 ,2 ,2 
6061,WingTime,320 ,5 ,5 
6062,WingTime,320 ,4 ,4 
6063,WingTime,320 ,2 ,2 
6064,WingTime,320 ,5 ,5 
6065,WingTime,320 ,5 ,5 
6066,In-N-Out Burger,320 ,4 ,4 
6067,Honey Salt,320 ,2 ,2 
6068,Wingstop,320 ,4 ,4 
6069,OMG Sushi,320 ,2 ,2 
6070,Chicago Style Taco Shop,320 ,3 ,3 
6071,Chicago Style Taco Shop,320 ,5 ,5 
6072,Bahama Buck's,320 ,5 ,5 
6073,Taco Y Taco,320 ,4 ,4 
6074,Papa Murphy's,320 ,5 ,5 
6075,Raising Cane's Chicken Fingers,320 ,4 ,4 
6076,Roberto's Taco Shop,320 ,5 ,5 
6077,Honolulu Cookie Company - Grand Canal Shoppes,320 ,4 ,4 
6078,Mariscos La Lomita De Culiacan,320 ,4 ,4 
6079,Sushi Tachi,320 ,5 ,5 
6080,Cantina Laredo,320 ,4 ,4 
6081,Pho Mai Mai Restaurant,320 ,5 ,5 
6082,Cheffini's Hot Dogs,320 ,5 ,5 
6083,Big B's Texas BBQ,320 ,2 ,2 
6084,Nacho Daddy,320 ,5 ,5 
6085,Maria's Mexican Restaurant & Bakery,321 ,3 ,3 
6086,Little Caesars Pizza,321 ,3 ,3 
6087,Maria's Mexican Restaurant & Bakery,204416 ,3 ,3 
6088,Lindo Michoacan,204416 ,4 ,4 
6089,Makino Sushi & Seafood Buffet,204416 ,4 ,4 
6090,Maria's Mexican Restaurant & Bakery,322 ,5 ,5 
6091,Sinaloa Tacos 2,322 ,1 ,1 
6092,Taqueria El Buen Pastor,322 ,1 ,1 
6093,Tahoe Springs,322 ,1 ,1 
6094,Maria's Mexican Restaurant & Bakery,73941 ,5 ,5 
6095,Cookie Zoo,73941 ,5 ,5 
6096,Maria's Mexican Restaurant & Bakery,63030 ,4 ,4 
6097,Marcos Pizza,63030 ,2 ,2 
6098,Sammy's Woodfired Pizza and Grill,63030 ,4 ,4 
6099,Capriotti's Sandwich Shop,63030 ,4 ,4 
6100,Subway,63030 ,1 ,1 
6101,Island Style Restaurant,63030 ,5 ,5 
6102,Sauce Italian Bistro & Bar,63030 ,2 ,2 
6103,Locomoco Hawaii  BBQ,63030 ,3 ,3 
6104,Flavors The Buffet,63030 ,2 ,2 
6105,Olive Garden Italian Restaurant,63030 ,3 ,3 
6106,Blue Ox East Restaurant & Lounge,63030 ,4 ,4 
6107,Sunrise Casablanca,63030 ,3 ,3 
6108,Maria's Mexican Restaurant & Bakery,323 ,5 ,5 
6109,Makers & Finders Coffee,323 ,5 ,5 
6110,Archi's Thai Cafe,323 ,4 ,4 
6111,Honey Salt,323 ,4 ,4 
6112,Roberto's Taco Shop,323 ,4 ,4 
6113,808 Hawaii Mixed Plate,323 ,5 ,5 
6114,Cafe Sanuki,323 ,5 ,5 
6115,MTO Caf̩,323 ,5 ,5 
6116,Tokyo Sushi House,323 ,5 ,5 
6117,Maria's Mexican Restaurant & Bakery,324 ,3 ,3 
6118,Maria's Mexican Restaurant & Bakery,325 ,5 ,5 
6119,Kobe Sushi Bistro,325 ,3 ,3 
6120,Maria's Mexican Restaurant & Bakery,52671 ,3 ,3 
6121,Five Guys,52671 ,4 ,4 
6122,Buldogis Gourmet Hot Dogs,52671 ,4 ,4 
6123,Archi's Thai Cafe,52671 ,5 ,5 
6124,The Peppermill Restaurant & Fireside Lounge,52671 ,2 ,2 
6125,Public School 702,52671 ,4 ,4 
6126,Heart Attack Grill,52671 ,3 ,3 
6127,Mike and Ronda's The Place,52671 ,4 ,4 
6128,Shawarma House,52671 ,4 ,4 
6129,The Original Graziano's Pizza Restaurant,52671 ,1 ,1 
6130,Bottles & Burgers By Double Helix,52671 ,5 ,5 
6131,KoMex Fusion,52671 ,4 ,4 
6132,Nacho Daddy,52671 ,4 ,4 
6133,Narong's Thai Kitchen,52671 ,4 ,4 
6134,BabyStacks Cafe,52671 ,4 ,4 
6135,La Comida,52671 ,4 ,4 
6136,Maria's Mexican Restaurant & Bakery,326 ,4 ,4 
6137,Capriotti's Sandwich Shop,326 ,5 ,5 
6138,Maria's Mexican Restaurant & Bakery,327 ,4 ,4 
6139,Maria's Mexican Restaurant & Bakery,237938 ,4 ,4 
6140,Tomo Sushi,237938 ,1 ,1 
6141,Tomo Sushi,237938 ,1 ,1 
6142,Maria's Mexican Restaurant & Bakery,328 ,1 ,1 
6143,Panda Express,328 ,1 ,1 
6144,Lindo Michoacan,328 ,1 ,1 
6145,Roberto's Taco Shop,328 ,1 ,1 
6146,Maria's Mexican Restaurant & Bakery,329 ,4 ,4 
6147,Maria's Mexican Restaurant & Bakery,330 ,4 ,4 
6148,Maria's Mexican Restaurant & Bakery,149752 ,4 ,4 
6149,Bradley Ogden,149752 ,4 ,4 
6150,Island Style Restaurant,149752 ,4 ,4 
6151,La Palapa,149752 ,4 ,4 
6152,Postrio,149752 ,4 ,4 
6153,Nittaya's Secret Kitchen,149752 ,4 ,4 
6154,Good Pie,149752 ,5 ,5 
6155,Monta Ramen,149752 ,5 ,5 
6156,Varadero Cuban Restaurant,149752 ,5 ,5 
6157,March̩ Bacchus,149752 ,4 ,4 
6158,Garfield's Restaurant,149752 ,3 ,3 
6159,Binion's Cafe,149752 ,4 ,4 
6160,Mariscos Playa Escondida,149752 ,5 ,5 
6161,India Masala,149752 ,3 ,3 
6162,Three Angry Wives,149752 ,2 ,2 
6163,Vega's Cafe,149752 ,4 ,4 
6164,Maria's Mexican Restaurant & Bakery,332 ,5 ,5 
6165,Maria's Mexican Restaurant & Bakery,55614 ,5 ,5 
6166,Rocket Fizz,55614 ,5 ,5 
6167,Las Vegas South Premium Outlets,55614 ,3 ,3 
6168,Ohjah Japanese Steakhouse Sushi & Hibachi,55614 ,4 ,4 
6169,Little Caesars Pizza,55614 ,3 ,3 
6170,Subway,55614 ,3 ,3 
6171,Golden Spoon Frozen Yogurt,55614 ,4 ,4 
6172,Sushi On Tropicana,55614 ,2 ,2 
6173,Smashburger,55614 ,1 ,1 
6174,Maria's Mexican Restaurant & Bakery,334 ,5 ,5 
6175,Amigos Tacos,334 ,4 ,4 
6176,Plumeria Thai Cafe,334 ,5 ,5 
6177,Gelatology,334 ,5 ,5 
6178,El Burrito Mexican Restaurant,334 ,1 ,1 
6179,BabyStacks Cafe,334 ,5 ,5 
6180,Maria's Mexican Restaurant & Bakery,335 ,5 ,5 
6181,Firefly,335 ,5 ,5 
6182,Maria's Mexican Restaurant & Bakery,336 ,1 ,1 
6183,Maria's Mexican Restaurant & Bakery,337 ,3 ,3 
6184,Maria's Mexican Restaurant & Bakery,338 ,2 ,2 
6185,Served,338 ,3 ,3 
6186,The Buffet at Bellagio,338 ,2 ,2 
6187,Fuku Burger Chinatown,338 ,3 ,3 
6188,Gimme Some Sugar,338 ,3 ,3 
6189,Crown Bakery,338 ,3 ,3 
6190,Roy's Restaurant,338 ,5 ,5 
6191,Lou's Diner,338 ,4 ,4 
6192,The Peppermill Restaurant & Fireside Lounge,338 ,4 ,4 
6193,Boca Do Brasil,338 ,2 ,2 
6194,Panda Express,338 ,2 ,2 
6195,Art of Flavors,338 ,2 ,2 
6196,Buckman's Grille,338 ,2 ,2 
6197,Juan's Flaming Fajitas & Cantina,338 ,4 ,4 
6198,Donut Hut,338 ,3 ,3 
6199,Tucky's Smokin BBQ,338 ,2 ,2 
6200,Rock'N'oodles,338 ,5 ,5 
6201,Blaze Fast-Fire'd Pizza,338 ,2 ,2 
6202,Boulder Station Pasta Cucina,338 ,2 ,2 
6203,All-American Bar & Grille,338 ,3 ,3 
6204,Nikki's Akropolis Pizza,338 ,5 ,5 
6205,Il Chianti Italian Steak & Seafood,338 ,4 ,4 
6206,Baja Fresh Mexican Grill,338 ,1 ,1 
6207,Burger Joint,338 ,3 ,3 
6208,Great Harvest Bread Company,338 ,3 ,3 
6209,Taco Y Taco,338 ,3 ,3 
6210,Sambalatte Torrefazione,338 ,2 ,2 
6211,La Palapa,338 ,3 ,3 
6212,Pizza Hut,338 ,4 ,4 
6213,Mimi's Cafe,338 ,3 ,3 
6214,Sushi Loca,338 ,3 ,3 
6215,Heart Attack Grill,338 ,3 ,3 
6216,Roxy's Diner,338 ,2 ,2 
6217,Los Antojos,338 ,4 ,4 
6218,Bao Now,338 ,2 ,2 
6219,Que Mas Mexican Cafe,338 ,2 ,2 
6220,Baskin-Robbins,338 ,4 ,4 
6221,Lindo Michoacan,338 ,2 ,2 
6222,Honolulu Cookie Company - Grand Canal Shoppes,338 ,5 ,5 
6223,Buffalo Wild Wings,338 ,3 ,3 
6224,Dainty Cakes Bakery,338 ,2 ,2 
6225,Magura,338 ,3 ,3 
6226,The Cheesecake Factory,338 ,3 ,3 
6227,Cafe Sanuki,338 ,2 ,2 
6228,Henry's American Grill,338 ,2 ,2 
6229,Cantina Laredo,338 ,2 ,2 
6230,El Pollo Loco,338 ,4 ,4 
6231,Golden Gate Chinese Restaurant,338 ,1 ,1 
6232,Peter Piper Pizza,338 ,4 ,4 
6233,Big Mess Bar-BQ,338 ,3 ,3 
6234,Grimaldi's Pizzeria,338 ,3 ,3 
6235,Friendly Donut House,338 ,5 ,5 
6236,Luv It Frozen Custard,338 ,3 ,3 
6237,Fat Boy,338 ,4 ,4 
6238,Cafe de Japon,338 ,4 ,4 
6239,Habaneros Taco Grill,338 ,3 ,3 
6240,Fat Boy,338 ,1 ,1 
6241,Pampas Churrascaria Brazilian Grille,338 ,3 ,3 
6242,Steak & Spud Factory,338 ,5 ,5 
6243,Tokyo Boys,338 ,2 ,2 
6244,Ventano Italian Grill & Seafood,338 ,4 ,4 
6245,Chile Addiction,338 ,2 ,2 
6246,Big Ern's BBQ,338 ,2 ,2 
6247,Texas de Brazil,338 ,4 ,4 
6248,Viet Noodle Bar,338 ,4 ,4 
6249,Dickey's Barbecue Pit,338 ,2 ,2 
6250,Maria's Mexican Restaurant & Bakery,339 ,4 ,4 
6251,Maria's Mexican Restaurant & Bakery,340 ,5 ,5 
6252,Maria's Mexican Restaurant & Bakery,341 ,5 ,5 
6253,Eureka!,341 ,5 ,5 
6254,TIG BBQ,341 ,5 ,5 
6255,Maria's Mexican Restaurant & Bakery,52219 ,5 ,5 
6256,The Peppermill Restaurant & Fireside Lounge,52219 ,5 ,5 
6257,The Tap House,52219 ,2 ,2 
6258,Big Mess Bar-BQ,52219 ,1 ,1 
6259,Maria's Mexican Restaurant & Bakery,342 ,5 ,5 
6260,Maria's Mexican Restaurant & Bakery,118201 ,3 ,3 
6261,Roberto's Taco Shop,118201 ,5 ,5 
6262,Maria's Mexican Restaurant & Bakery,343 ,5 ,5 
6263,Maria's Mexican Restaurant & Bakery,344 ,5 ,5 
6264,The Irv Gastro Pub,344 ,4 ,4 
6265,Katsuya,344 ,2 ,2 
6266,Katsuya,344 ,5 ,5 
6267,Steak & Cheese Factory,344 ,1 ,1 
6268,Ginger Restaurant,344 ,4 ,4 
6269,Platito Filipino Soul Food,344 ,5 ,5 
6270,Maria's Mexican Restaurant & Bakery,345 ,5 ,5 
6271,Jack In The Box,345 ,1 ,1 
6272,Maria's Mexican Restaurant & Bakery,346 ,5 ,5 
6273,Maria's Mexican Restaurant & Bakery,347 ,5 ,5 
6274,Maria's Mexican Restaurant & Bakery,196595 ,5 ,5 
6275,Brothers Italian Bistro,196595 ,5 ,5 
6276,Moo Woo Korean BBQ,196595 ,5 ,5 
6277,Sushi Tachi,196595 ,5 ,5 
6278,Cantina Laredo,196595 ,4 ,4 
6279,Bakery Gateau,350 ,3 ,3 
6280,Bakery Gateau,350 ,3 ,3 
6281,CoCo Fresh Tea & Juice,350 ,4 ,4 
6282,CoCo Fresh Tea & Juice,350 ,4 ,4 
6283,Jin Cheng Bakery,350 ,3 ,3 
6284,Pastel Creperies & Dessert House,350 ,3 ,3 
6285,Foodie Boy,350 ,4 ,4 
6286,Potman Hotpot,350 ,3 ,3 
6287,Huh Ga Ne,350 ,4 ,4 
6288,Papa Chang's Express,350 ,4 ,4 
6289,Papa Chang's Express,350 ,3 ,3 
6290,Chat Bar,350 ,3 ,3 
6291,Golden Court Abalone Restaurant,350 ,3 ,3 
6292,Real Canadian Superstore,350 ,3 ,3 
6293,Cafe Bene,350 ,3 ,3 
6294,Cafe Bene,350 ,2 ,2 
6295,Me Va Me,350 ,4 ,4 
6296,Siloam Sushi,350 ,3 ,3 
6297,Nolbu,350 ,4 ,4 
6298,UmJi,350 ,4 ,4 
6299,Ghadir Meat Market,350 ,3 ,3 
6300,Ghadir Meat Market,350 ,5 ,5 
6301,DaanGo Cake Lab,350 ,4 ,4 
6302,Mami's Philippine Cuisine,350 ,3 ,3 
6303,Mami's Philippine Cuisine,350 ,3 ,3 
6304,JXY Dumpling Restaurant,350 ,5 ,5 
6305,JXY Dumpling Restaurant,350 ,4 ,4 
6306,Old Beijing BBQ,350 ,4 ,4 
6307,Old Beijing BBQ,350 ,3 ,3 
6308,Delicacy Noodles,350 ,3 ,3 
6309,Fushimi,350 ,3 ,3 
6310,Metro,350 ,3 ,3 
6311,Ten Ten Dim Sum,350 ,5 ,5 
6312,La Chilaca Taqueria,350 ,5 ,5 
6313,Perfect Chinese Restaurant,350 ,3 ,3 
6314,Chicken Monster,350 ,4 ,4 
6315,Imanishi Japanese Kitchen,350 ,2 ,2 
6316,Xiao Long Bao,350 ,3 ,3 
6317,Orchid Garden Deli & Grill,350 ,3 ,3 
6318,WinCo Food Mart,350 ,2 ,2 
6319,Hunan Garden Restaurant,350 ,2 ,2 
6320,Taste of Lawrence,350 ,4 ,4 
6321,Taste of Lawrence,350 ,3 ,3 
6322,Red Bean Waffle House,350 ,4 ,4 
6323,Pariwar Restaurant,350 ,1 ,1 
6324,Cake House Bakery,350 ,4 ,4 
6325,Lalibela Ethiopian Restaurant,350 ,3 ,3 
6326,Lab Sense,350 ,3 ,3 
6327,Fugo Desserts,350 ,3 ,3 
6328,Que Ling Vietnamese Cuisine,350 ,2 ,2 
6329,My Wonderful Kitchen,350 ,2 ,2 
6330,Francesca Italian Bakery & Delicatessen,350 ,3 ,3 
6331,Nam Sandwich,350 ,4 ,4 
6332,Spoon And Fork Plus,350 ,5 ,5 
6333,Spoon And Fork Plus,350 ,4 ,4 
6334,Crown Pastries,350 ,4 ,4 
6335,Deer Garden Signatures,350 ,3 ,3 
6336,California Sandwiches,350 ,3 ,3 
6337,King Dragon Cuisine,350 ,3 ,3 
6338,Soya Street,350 ,2 ,2 
6339,Chowon Family Restaurant,350 ,4 ,4 
6340,Taste of Toronto,350 ,3 ,3 
6341,Ava Food Market,350 ,4 ,4 
6342,Curry Kitchen,350 ,3 ,3 
6343,Shabu & Congbul,350 ,4 ,4 
6344,Starbucks,350 ,4 ,4 
6345,Arctic Bites,350 ,3 ,3 
6346,Michael's No Frills,350 ,3 ,3 
6347,Royale Fine Dining Banquet,350 ,3 ,3 
6348,Bali Restaurant,350 ,4 ,4 
6349,Nawzar Meat Market,350 ,5 ,5 
6350,The Fish Store & Sandwiches,350 ,5 ,5 
6351,Rain & Sunny Restaurant,350 ,4 ,4 
6352,Tong Ha Supreme BBQ,350 ,5 ,5 
6353,Tong Ha Supreme BBQ,350 ,5 ,5 
6354,Tong Ha Supreme BBQ,350 ,5 ,5 
6355,South China Noodles Delight,350 ,4 ,4 
6356,Osaka Sushi,350 ,4 ,4 
6357,Thai Express,350 ,3 ,3 
6358,Pizza Hut,350 ,2 ,2 
6359,Makkal Chon,350 ,5 ,5 
6360,Maxim's Caf̩ & Patisserie,350 ,1 ,1 
6361,Flavor Cuisine,350 ,4 ,4 
6362,Flavor Cuisine,350 ,4 ,4 
6363,La Cubana,350 ,2 ,2 
6364,Yang's Chinese Cuisine,350 ,3 ,3 
6365,Ed's Real Scoop,350 ,4 ,4 
6366,Fat Bastard Burrito,350 ,4 ,4 
6367,Fat Bastard Burrito,350 ,3 ,3 
6368,Hollywood Cone,350 ,5 ,5 
6369,North Poke,350 ,3 ,3 
6370,Piggy's Restaurant,350 ,3 ,3 
6371,Asian Legend,350 ,3 ,3 
6372,Asian Legend,350 ,3 ,3 
6373,Crown Jewel Fine Dining,350 ,3 ,3 
6374,EAT BKK Thai Kitchen,350 ,2 ,2 
6375,Inatei Japanese Cuisine,350 ,4 ,4 
6376,Wilbur Mexicana,350 ,4 ,4 
6377,Pho 88,350 ,3 ,3 
6378,Bayview Kitchen,350 ,2 ,2 
6379,Hot Star Large Fried Chicken,350 ,4 ,4 
6380,The Pickle Barrel,350 ,4 ,4 
6381,The Pickle Barrel,350 ,4 ,4 
6382,Latea Era,350 ,3 ,3 
6383,Phoenix Restaurant,350 ,2 ,2 
6384,Sumilicious,350 ,5 ,5 
6385,Starbucks Reserve,350 ,3 ,3 
6386,Allwyn's Bakery,350 ,4 ,4 
6387,Chimac Pub & Fried Chicken,350 ,3 ,3 
6388,Ssam,350 ,3 ,3 
6389,Golden Griddle Restaurant,350 ,3 ,3 
6390,Xe Lua Vietnamese Restaurant,350 ,2 ,2 
6391,DM Chicken,350 ,3 ,3 
6392,The Suya Spot Scarborough,350 ,3 ,3 
6393,Me Va Me,350 ,4 ,4 
6394,Pusateri's Fine Foods,350 ,3 ,3 
6395,China BBQ,350 ,4 ,4 
6396,China BBQ,350 ,4 ,4 
6397,The Old House,350 ,2 ,2 
6398,Elegance Chinese Cuisine & Banquet,350 ,5 ,5 
6399,Elegance Chinese Cuisine & Banquet,350 ,4 ,4 
6400,Foody World,350 ,3 ,3 
6401,South St Burger,350 ,2 ,2 
6402,Darband Restaurant,350 ,4 ,4 
6403,Darband Restaurant,350 ,4 ,4 
6404,Shanghai Dim Sum,350 ,4 ,4 
6405,Ginger And Onion Cuisine,350 ,2 ,2 
6406,Lamanna's Bakery,350 ,4 ,4 
6407,Imperial Buffet,350 ,3 ,3 
6408,Congee Wong,350 ,4 ,4 
6409,OMG Restaurant & Lounge,350 ,3 ,3 
6410,Sharon Garden,350 ,4 ,4 
6411,Roll,350 ,4 ,4 
6412,A Xiang,350 ,4 ,4 
6413,Babu,350 ,3 ,3 
6414,Morals Village,350 ,4 ,4 
6415,Fanzone Wings & Ribs,350 ,3 ,3 
6416,Chinese Dumpling House,350 ,3 ,3 
6417,Menya Fuji,350 ,4 ,4 
6418,Restoran Malaysia,350 ,5 ,5 
6419,Pearl,350 ,2 ,2 
6420,Kanga,350 ,3 ,3 
6421,Utopia Dream Cafe,350 ,2 ,2 
6422,The Corner Bank,350 ,4 ,4 
6423,Go Go China,350 ,2 ,2 
6424,Go Go China,350 ,2 ,2 
6425,Tinuno,350 ,3 ,3 
6426,For Heavens Gold Chinese Food,350 ,3 ,3 
6427,Dumpling Restaurant,350 ,4 ,4 
6428,Armenian Kitchen,350 ,2 ,2 
6429,MeNami,350 ,3 ,3 
6430,Gusto 101,350 ,4 ,4 
6431,Metro Square Cafe Restaurant,350 ,5 ,5 
6432,Macho Tex Mex Radio Bar,350 ,3 ,3 
6433,Sunny Supermarket,350 ,3 ,3 
6434,Bakery Gateau,348 ,5 ,5 
6435,Cha Me Cha,348 ,4 ,4 
6436,Keung's Restaurant,348 ,3 ,3 
6437,Sweet Culture,348 ,3 ,3 
6438,Remezzo Italian Bistro,348 ,3 ,3 
6439,Tsuki Izakaya,348 ,4 ,4 
6440,Patty Time,348 ,4 ,4 
6441,Il Gelatiere,348 ,4 ,4 
6442,Scarborough Town Centre,348 ,4 ,4 
6443,Spoon And Fork Plus,348 ,4 ,4 
6444,Yan Woo Soya Bean Foods,348 ,5 ,5 
6445,Yan Woo Soya Bean Foods,348 ,3 ,3 
6446,Sammy's Family Restaurant,348 ,4 ,4 
6447,Bourbon Street & Grill,348 ,4 ,4 
6448,Piggy's Restaurant,348 ,3 ,3 
6449,Golden Griddle Restaurant,348 ,4 ,4 
6450,The Captain's Boil,348 ,4 ,4 
6451,McDonald's,348 ,4 ,4 
6452,A Xiang,348 ,3 ,3 
6453,Pho 88 Vietnamese Restaurant,348 ,4 ,4 
6454,Yokohama Japanese Cuisine,348 ,3 ,3 
6455,Pure Spirits Oyster House & Grill,348 ,3 ,3 
6456,Ga Bin Korean Restaurant,348 ,4 ,4 
6457,ZenQ,348 ,3 ,3 
6458,Bakery Gateau,23662 ,4 ,4 
6459,Pastel Creperies & Dessert House,23662 ,4 ,4 
6460,DaanGo Cake Lab,23662 ,4 ,4 
6461,Basil Box,23662 ,4 ,4 
6462,The Village Grocer,23662 ,3 ,3 
6463,Cafe Alice,23662 ,3 ,3 
6464,Latea Era,23662 ,4 ,4 
6465,The Danish Pastry House,23662 ,4 ,4 
6466,Home of Hot Taste,23662 ,4 ,4 
6467,Flock Rotisserie + Greens,23662 ,4 ,4 
6468,Bakery Gateau,349 ,5 ,5 
6469,KooKoo Chicken,349 ,4 ,4 
6470,Harry's Drive-In,349 ,1 ,1 
6471,Papa Chang's Express,349 ,3 ,3 
6472,Olde Village Bistro,349 ,2 ,2 
6473,Oceans Fresh Food Market,349 ,3 ,3 
6474,Taco bell,349 ,3 ,3 
6475,Eggsmart,349 ,2 ,2 
6476,Sheriff Broaster Chicken,349 ,2 ,2 
6477,Knuckle Sandwich,349 ,3 ,3 
6478,Orchid Garden Deli & Grill,349 ,3 ,3 
6479,Uncle Tetsu's,349 ,4 ,4 
6480,Nichiban Sushi 4 U,349 ,4 ,4 
6481,Fresh Burger,349 ,5 ,5 
6482,Cake House Bakery,349 ,3 ,3 
6483,Sun's Kitchen,349 ,3 ,3 
6484,Easy Drink Easy Go,349 ,3 ,3 
6485,Felix & Norton,349 ,4 ,4 
6486,California Sandwiches,349 ,4 ,4 
6487,Chick-N-Joy,349 ,4 ,4 
6488,Pho 88,349 ,2 ,2 
6489,Allwyn's Bakery,349 ,4 ,4 
6490,Field Fresh,349 ,4 ,4 
6491,Peek Freans Outlet Store,349 ,4 ,4 
6492,City Hollywood Cafe,349 ,2 ,2 
6493,Burger's Priest,349 ,5 ,5 
6494,Foody World,349 ,5 ,5 
6495,Tucker's Marketplace,349 ,3 ,3 
6496,Great Fountain Fast Food,349 ,4 ,4 
6497,Reginos Pizza,349 ,4 ,4 
6498,McDonald,349 ,3 ,3 
6499,LCBO Markham,349 ,4 ,4 
6500,Harvey's & Swiss Chalet Combo,349 ,3 ,3 
6501,Swiss Chalet Rotisserie & Grill,349 ,3 ,3 
6502,Bakery Nakamura,349 ,4 ,4 
6503,Bakery Gateau,351 ,5 ,5 
6504,Bakery Gateau,351 ,5 ,5 
6505,Pastel Creperies & Dessert House,351 ,5 ,5 
6506,What A Bagel,351 ,4 ,4 
6507,Popeyes Louisiana Kitchen,351 ,4 ,4 
6508,Hong Kong Island Bakery,351 ,2 ,2 
6509,Deer Garden Signatures,351 ,4 ,4 
6510,Booster Juice,351 ,4 ,4 
6511,Booster Juice,351 ,4 ,4 
6512,Tim Hortons,351 ,4 ,4 
6513,Fat Bastard Burrito,351 ,2 ,2 
6514,Asian Legend,351 ,4 ,4 
6515,Pho 88,351 ,4 ,4 
6516,Asian Legend,351 ,4 ,4 
6517,Real Fruit Bubble Tea,351 ,4 ,4 
6518,Starbucks,351 ,5 ,5 
6519,Starbucks,351 ,5 ,5 
6520,John's Chinese BBQ Restaurant,351 ,5 ,5 
6521,Weslodge,351 ,5 ,5 
6522,The Second Cup,351 ,5 ,5 
6523,Congee Phoenix Cuisine,351 ,4 ,4 
6524,Chine Hot Pot & Noodles,351 ,5 ,5 
6525,Millie Creperie,351 ,5 ,5 
6526,Cygnet Hot Pot,351 ,4 ,4 
6527,Bakery Gateau,352 ,5 ,5 
6528,Hero Certified Burgers - Colossus,352 ,5 ,5 
6529,Ruelo Patisserie,352 ,5 ,5 
6530,Golden Court Abalone Restaurant,352 ,1 ,1 
6531,Pho Lien,352 ,3 ,3 
6532,RH Courtyard Cafe,352 ,2 ,2 
6533,Local Jerk,352 ,2 ,2 
6534,Sorelle & Co,352 ,2 ,2 
6535,Le Zotique,352 ,3 ,3 
6536,Dazzling Cafe,352 ,5 ,5 
6537,California Sandwiches,352 ,4 ,4 
6538,Kim Po Vietnamese Restaurant,352 ,1 ,1 
6539,Mr Pattie,352 ,5 ,5 
6540,Chez Bong,352 ,1 ,1 
6541,Pho Con Bo,352 ,1 ,1 
6542,Pho Ngon,352 ,3 ,3 
6543,Cora's Breakfast & Lunch,352 ,3 ,3 
6544,Pizza Hut,352 ,5 ,5 
6545,Jamie's Italian,352 ,2 ,2 
6546,Pho Mi 99,352 ,3 ,3 
6547,Michel's Baguette French Bakery Cafe,352 ,5 ,5 
6548,L2 Lounge,352 ,1 ,1 
6549,Lavish Cupcakes,352 ,5 ,5 
6550,Square Fish,352 ,1 ,1 
6551,Bakery Gateau,353 ,4 ,4 
6552,Bulldog Coffee,353 ,5 ,5 
6553,DaanGo Cake Lab,353 ,4 ,4 
6554,Felix & Norton,353 ,5 ,5 
6555,Yuzu No Hana,353 ,2 ,2 
6556,Ho Ga Oriental Cuisine,353 ,4 ,4 
6557,Congee Queen,353 ,4 ,4 
6558,The Old House,353 ,3 ,3 
6559,Parmigiano Trattoria,353 ,3 ,3 
6560,Cafe Cocoro,353 ,4 ,4 
6561,Pilot Coffee Roasters,353 ,3 ,3 
6562,The Royal Chinese Restaurant,353 ,3 ,3 
6563,Bolt Fresh Bar,354 ,5 ,5 
6564,Bolt Fresh Bar,302990 ,2 ,2 
6565,Zuki Japanese Restaurant,302990 ,5 ,5 
6566,Bolt Fresh Bar,355 ,4 ,4 
6567,Le Gourmand,355 ,5 ,5 
6568,Rustic Cosmo Cafe,355 ,4 ,4 
6569,Pho Asia 21,355 ,3 ,3 
6570,Nam Sandwich,355 ,4 ,4 
6571,Saving Gigi,355 ,4 ,4 
6572,Rose City Kitchen,355 ,4 ,4 
6573,Early Bird Coffee & Kitchen,355 ,4 ,4 
6574,North of Brooklyn Pizzeria,355 ,4 ,4 
6575,Bolt Fresh Bar,356 ,2 ,2 
6576,Rose and Sons Swan,356 ,3 ,3 
6577,Timothys World Coffee,356 ,5 ,5 
6578,Timothys World Coffee,356 ,5 ,5 
6579,Freshco,356 ,3 ,3 
6580,Bolt Fresh Bar,357 ,4 ,4 
6581,The Steady Cafe & Bar,357 ,4 ,4 
6582,PICEA997,357 ,4 ,4 
