,business_id,name,city
100324,_efpU4QiElNmmVCFCf76Mg,Pie Junkie,Calgary
100326,bwFxrxHrz9I36awGc-yjjw,TAO Northern Chinese Cuisine,Toronto
100327,DLuVRaVxkzCnviTlB-v8SQ,The Wingery,Mississauga
100328,tYpK3EDxgXjCWEhB3tqE_Q,Los Toros,Lorain
100332,ipQ7EDMHnOgIJAxpSMdFaA,Silver Springs Automotive,Calgary
100334,U0guEiKMqABFcyzPfzGH_w,CoCo Fresh Tea and Juice,Mississauga
100336,HbZxMems5cEO8J1fBsw-sg,Dr Deli and the Salad Queen,North York
100345,hJjqmZUfbWRgYqFc3QWYIg,Flat Iron Restaurant & Bar,Calgary
100346,ld3lAIb7Eqhl08i71PCYng,Wuhan Noodle 1950,Markham
100348,JIeEWpuNrvXsboLLtl1WGw,Chola's,Concord
100349,lYg6v7gtNtd07AN3qqdiJg,Young Plantations,Fort Mill
100350,MaiEFfOd1btsTt2vBTMfZQ,Blvd Pub & Kitchen,Canonsburg
100352,Y8PJQkkql6V2tQEvO0xbQw,Manhattan Sandwichesss,Toronto
100355,WfLSfwsw6iuXxpm4U6nVZQ,Salvadoreno Restaurant,Mesa
100358,SDjbz2bE_5QosSaEIlmScA,52nd Street Market,Pittsburgh
100360,o4O0eMVRFjLjKXwshqll7A,Seafood Depot,Woodbridge
100361,G3PBXe2OBSHvZIXQ4jmodQ,Holland Marsh Wineries,Newmarket
100364,1BCTS8QRO-g1FH_TaP2tBA,Jack in the Box,Mesa
100368,rVqw2DVJwZnZ1FV-ZYa-Mw,Casa Brasil,Pittsburgh
100376,HLHnxYWSnXeabeTDGXIJcA,McDonald's,Vaudreuil-Dorion
100377,nuIxuoIY_2AsgLo-xm0hkg,Tavora,Mississauga
100379,sJBxx8g53rPF9ISZF9BSAQ,Pita Bite,Vaughan
100381,q2WTpKRmii5lhJdAv4Nxsg,Rock Bottom Restaurant & Brewery,Scottsdale
100385,bgx6gYdktqEoQwBdo5lRbA,Serrano's Mexican Restaurant,Las Vegas
100395,LXjXUFAj6uRZX59kUw8ZcQ,Big Rock Brewery,Toronto
100397,H4YK4AK3TimOFmv9GtqPGQ,Mezbaan Indian Cuisine,Pittsburgh
100404,I8gRMScaHAkbcuckM_ZeDw,Menchie's,Willoughby
100406,Q9OW5SmEvK3CisK5vlMVpg,Defelice's Deli,Cecil
100408,fq1_skwyJ2jFr3nXIe9XiQ,Boston Pizza,Uxbridge
100409,MxD3DexXbyNNXUNdhZ8mIA,Rolled Ice Cream,Las Vegas
100410,gP3N1gZlgxBMVcrG1ZTP2g,McDonald's,Mesa
100412,Mqob2l92ZZXAsEeTa2jrhQ,Amir,Terrebonne
100419,RXaxKQJtExnRZX1inf8Nyg,Carole's Cheesecake Cafe,Toronto
100428,juml1DCzKOlpqYD03081pw,Oscar's Restaurant's,Calgary
100430,R4KdTUXMdAYWokr2MkqNUQ,Pasteleria Elizabeth,Phoenix
100431,2nbhKicoKOVW1LMSynQ8sg,Petinos,Saint-JÃ©rÃ´me
100433,nNhyYzryNS0Ef2Zl9QSJgg,Little Asia,Gastonia
100435,C5f0zLJ822I1EvVLplJDcg,Oasis,MontrÃ©al
100440,25FyskdwKZdy5ODDc2yH5g,Teavana,Toronto
100447,AENfk_QSfppnOAdIPhZz9A,DQ Grill & Chill Restaurant,Calgary
100450,OsuBqr2L0-5W8LGAsg-p8g,Micky's Hot Dogs,Mesa
100455,_g3lvnHe6o0lzqGhR03Crw,Haiku Sushi,MontrÃ©al
100456,2U3KaC0sIFeugvSm0c2fJA,LongHorn Steakhouse,Medina
100464,OquXguWr9eR81NYVdlZrjg,Arby's Roast Beef Sandwich Restaurants,North Las Vegas
100467,7ubx4QXz34g1dkqa3D1bgA,Chick-fil-A,Charlotte
100469,Pob2dc78tnWVkcc0yP6PeQ,Praying Monk,Scottsdale
100473,koKpNMqpaEVppbgr0eiP3w,Burger King,Gilbert
100478,KA7pIWtRA5jRXxAQZ_DRYg,Dejavu Mediterranean Cuisine,Newmarket
100479,wHlLjTBWPEbxHw6ZysSKIg,Nicholas Coffee,Pittsburgh
100484,aKXzSFBrAoC_5kWUvjKGpg,Wurst German Bar,Madison
100487,PSy0b8n1FE85H0nmWhpJbQ,City Tavern,Charlotte
100488,lM406tzHK0HlKtyQxz85EA,Voodoo Daddy's Magic Kitchen,Phoenix
100490,etGemAdUhKD_Lw1Gnx_Oqg,Sul Irmaos Smokehouse,Brampton
100492,XlTnVPzHuGdVOOxa8MxIMQ,GÃ©nÃ©ral Tao,Brossard
100494,COjG3MC95WVsM13le8ifRA,Tim Horton's,Toronto
100502,s2VCc-MhUURSn1tWBPVunA,The Cereal Bar,Toronto
100504,LBHbyID7tcaGszznHtnCrw,JOEY Eaton Centre,Toronto
100506,FrJ6yy3IfMX3yVL-FjRTbQ,Chi's Pizza,Charlotte
100507,ivugOYd-QcXVEfnm1OyqZA,Beto's Pizza,Pittsburgh
100508,bvOCy8DkgijF9gKgASKV_Q,Thai Thai Restaurant,Henderson
100511,nJa_BdlXhDenFnnYlW6DyQ,Domino's Pizza,North Las Vegas
100512,glNkVbB3mu0T13aBqislrQ,New Seaway Fish Market,Toronto
100516,6kMw9V2kNvLDmabJ83Mnig,Restaurant Bar Normandin,Sainte-Julie
100519,U5XCBcTtiNyasdT3A2_V3A,Arepera,MontrÃ©al
100521,m8sKolCBYLC7vFIWop7HKA,McDonald's,Lakewood
100524,_pJU90C24bdOq19qNvTp7A,Omega Gyros,Mesa
100525,O2HzJXmHYeCLcOCawU_GoQ,Brett's Ice Cream,Toronto
100526,FFHumlHPngG8fqq3wnqqcA,Baba Geddo,Toronto
100529,vZafOAECfChenbQjhlZQlA,Maria's Taco Shop,Las Vegas
100530,6x7_C9PZxDQGTqzIbDa6LA,Yoco Yogurt,Scottsdale
100531,azWimot-jZpFVc6VlmjP_A,Shanghai Club,Scottsdale
100533,eKD-fNUibPXNqRPaFocU8A,Red Thai,MontrÃ©al
100536,6yv8X9ayXUwGtsXtIE5OOg,Hi-Health,Phoenix
100539,Dj0S-Oe4ytRJzMGUPgYUkw,Panera Bread,Elyria
100545,p6App7kFqZbBFJ-0efK-RA,Popeyes Louisiana Kitchen,Concord
100549,qeIzYOSvSCwnxdmjN_xL8A,Subway,North Las Vegas
100554,H3yWdDu1Gnxkhx8DrOUEWQ,Giant Eagle,Middleburg Heights
100557,GP7_e6cbOd17ASWcJ0_FSQ,Assa Karaoke,Las Vegas
100560,len2nrEtgD9bjnoYSyLPjA,Saba's Mediterranean Kitchen,Phoenix
100563,CDfwYmSPggcqlHay1Xa-TQ,Kerry's Sports Pub Pizza & Grill,Las Vegas
100575,t1mR_Zff6Dqv1TueE2JLEA,The Sultan's Tent & Cafe Moroc,Toronto
100581,wTvfaKsg7Q-n4OEF1xQhhQ,Stoughton Pick'n Save,Stoughton
100583,1bh9j7I_upv4o84ha5yEjQ,Van Son Vietnamese Cuisine,Chestermere
100592,G6vCAStneBwBlQDE02dHdQ,Starbucks,Las Vegas
100600,7re6iyJY2v4Zb3x3hJnkaA,Cadillac To Go,Las Vegas
100604,BjnJKoYFmjBRHUCCcUkiwg,Mitchell's Fish Market,Woodmere
100607,JJzAOl3kQLfhOzB_vjf3FQ,Jin Jin You Wei,Las Vegas
100611,hdqhXOzPrwskT55T9mkC2g,Paramount Middle Eastern Kitchen,Toronto
100612,H4-PU2SIOfHgi3R1hCC0-g,Holy Smokez BBQ Sandwiches,Mississauga
100616,5nAVwSp9WPHLVrP082Jrsw,Cowboy Jack's Juicy Burgers,Toronto
100619,rVFKhMajzLnRpnMi7-u4rw,Arhoma,MontrÃ©al
100622,aKoDe5WZ-dgo6gD76kgNxQ,Cafe Green Tea,Markham
100624,X2ptpkcla0XFftCAJG6aMA,OKO Bagels,Oakville
100626,KZG8txc-vzkfDt-4ZYeREA,Uncle Martin's Sports Bar,Urbana
100627,AJr0GvQuEvaXQqWxftGRFA,Daal Roti,Mississauga
100628,sBLPrrSldmNznVARvwc8eg,Firehouse Subs,Charlotte
100630,MxXo4qc5lXAbis-umS_2pw,Vocelli Pizza,Pittsburgh
100636,kHyBKPnqnTiWKBCH9jajGw,Island Style,Cleveland
100637,SYIzFLC5i8eCwSnhTLbIaw,Bistro West By East,Toronto
100641,4UVn5h6SjztAhKyozc5dTg,Rehab Burger Therapy,Phoenix
100645,m033cgabLMDyB6r-5RGQPg,McDonald's,Surprise
100649,a5HUZPAn8J_cCyi_qQ29vg,Burger King,Willoughby
100650,ZrGmqa0L68xR_Xq8_vJNcA,Teavana,Glendale
100652,y0QzKWNVoXCbZpk6uhEgGA,Mamma Martino's Pasta and Pizzeria Restaurant,Etobicoke
100655,0pYqfmqfziMMXqZoydIqFw,Yeh!,MontrÃ©al
100659,etylBefPKEMjm9nS9c1qiw,Port of Subs,Tempe
100660,PMH637woNo9ojZWxPLVULw,Blu Burger Grille,Scottsdale
100671,HnMIB780yu3dMCS1xvtmag,Bulk Barn,Toronto
100673,9z3eb67r3ZWs4KOlSP9rSA,Chandelier Meditaranean Restaurant,Henderson
100676,8neBxgTFrzsZ3gT1lX9KAg,Thai Room,Toronto
100679,SEoKZba5UrYgpmxKzejoPQ,Alati-Caserta,MontrÃ©al
100686,41f1utKc483Fw4mP4AFfJA,Casey's Pizza,Turtle Creek
100687,cxqW47z7TWaCNVO1ZWXQpw,Domino's Pizza,Las Vegas
100689,QuIHYWB9l3NtyWETwwpCaQ,H&H BBQ,Las Vegas
100696,meIf7JULcW1vyoeyVJyqsA,Fans Sports Bar,Las Vegas
100697,gVj_DdvHzbO8wosBMaWWuA,Nobel Burger,Mississauga
100702,J8RCVmyCB35fFdPKiC0cBA,Little Caesars,Tempe
100703,AzYkEcENi7I1DsR2iushEg,Old Heidelberg German Bakery,Phoenix
100710,NOd-AhQ-h0UNiFtXBivqhg,Pizzaiolle,MontrÃ©al
100712,pYu6GDIfdK1RfwgUKeeDYg,Capriotti's Sandwich Shop,Las Vegas
100713,pOP4-a9Nf_UtwXfUqIiWng,Main Street Kitchen,Stoughton
100714,UrX0UEejKhHzk158VxlQzA,Arizona Polish Festival,Phoenix
100718,IGb6MjNdPRsNVNEplGG3RA,The Blind Pig Brewery,Champaign
100721,2cetuQgbP1Bnzm-uMRlocQ,Nam's Noodle,Madison
100722,feZe17u5SPTMG8wvCmjb3A,On The GO Bistro,Brampton
100723,YSdYX5yxpnae7Fb1HGMlOw,Subway,Phoenix
100724,NSkcrv-xN_H4iUPYysDLNQ,Zoyo Neighborhood Yogurt,Laveen
100730,ZTBAuu455gxqwMOe1OgA6g,1903 A Harley-Davidson CafÃ©,Toronto
100732,be2q4qF-t64A5Z6rIRJHgg,Dunkin' Donuts,Indian Trail
100736,XY8toAsZhldSASUQtBVziw,Pino Gelato,Charlotte
100739,guNwEuspisHQ34ONA1SLRA,Fresh Donuts,North Las Vegas
100741,EnB--zA51DP5gLxxUZC-sw,Strathos Bar & Grill,Calgary
100746,ciSgztD9OmfJsYdbxW5eSA,Vital Planet Health Shop,Toronto
100747,-WKQHbVgTNQVzCbVPDeMlg,Mon K Patisserie,Toronto
100749,Q7Wwjcwq5ux8EbLb8-X6iQ,Brother's Pizza,Phoenix
100750,RWRFp_gkDIBjYfJ3K_HiAw,5th Street Arcades,Cleveland
100754,oKS4BHSWSXjZeq0Tl9YTKQ,Valos Candy,New Kensington
100755,wXnVKTuKZaAZFwKanUXqBQ,I LUV COTTON CANDY,Las Vegas
100758,_gxjFeC5-9_gcb_QPlZS0g,Bojangles' Famous Chicken 'n Biscuits,Huntersville
100759,JQx13j6R4t1J7YQaO_M0YA,Phoenix Grill,Calgary
100761,Vlg_nesyZJfX_mpy2fslTQ,Le Marquis,MontrÃ©al
100762,-dPyMMUEilN0qwiiPqVWhw,KiwiSpoon Frozen Yogurt,Cleveland Heights
100764,LckZpP8V1F5zU5ZKVrhp2Q,Xin Jiang Barbecue Restaurant,Scarborough
100765,76n9653P0O9HJsGy7HrFvw,McDonald's,Charlotte
100771,pw5B6BKQ4dWPzKesqn01NA,Tony's Pizza,Cleveland
100772,1SknhuCmaR0PIIjQY3e6eg,Burger's Priest,Toronto
100773,YB8vAT2RslU0pBJIxdKDkA,Sunrise Caribbean Restaurant,Brampton
100778,ovDJVNGV0AYCvnnWJoP1WQ,Pizza Hut,Chandler
100780,mtpeEJ4mhs3DUninFgEE0Q,Lush Hookah Lounge,Cleveland
100781,7NRjK6CpRn69OWPXhACWyw,Starbucks,Markham
100782,V2SItAlWAVWpYp22yW92Mw,Pizzeria Villeray,MontrÃ©al
100786,hJuyi_Sx9FCxvSoguR1wsA,Hi-Health Supermart,Goodyear
100794,50RvaH8rFHejr6mVTsWwww,Colorado River Coffee Roasters,Boulder City
100797,oH84VXzObXpaC5ia2Tenpw,Esmeralda's Cafe,Las Vegas
100801,vJ3CtznPYgmZHpDr__8QGw,The Cheesecake Cafe,Calgary
100805,Xcw3KkEWGWrRm2A-HLGXrQ,Walgreens,Las Vegas
100806,rdifwelsxkuUf-tw2O4o1g,Mr. Chop Chop,Las Vegas
100807,P6nW-MjLUAD7Yc_na84jCg,Chris' Cheesemongers,Toronto
100808,PfVcs4A2sjy3mMJqFFzvIA,Bernard's Restaurant,Chandler
100817,1popt-RF9SSql7XA6kX1XA,Tart Frozen Yogurt,Las Vegas
100818,sN0EFTle0pW77DUgl8i-Rw,Sorrento Ristorante,Maple
100821,JEx1kAQjs49LuAgmbDknZg,Boston Pizza,Whitby
100829,Gv2F-f0mUYhCCUKOshpj3A,Original Cuisine,Mesa
100832,AX64Yw-0pTjKP-33hU-JPw,Rockwell's Red Lion Restaurant,Elizabeth
100833,pGEW5cBfU6NALBsONrUj7Q,Papa Murphy's,Monona
100836,YkLv_3VViVCrxYdg8A1H2A,Xe Lua Restaurant,Richmond Hill
100845,bUg_6bV8OhwrE-ahvy1GiQ,La Shish,Lasalle
100846,s7fROnWWGUzxCQ29JZQsZQ,Maya Ice-Cream Rolls & Indian Food,Phoenix
100849,OxEHq_DXYfFf8XHRg_qvDw,Creole's Louisiana Kitchen,Charlotte
100850,xJ_L2sJN1zk3VDpZELrV_Q,Eggspectation,MontrÃ©al
100852,g9ajRV7MtQNUrxuRlPvuZw,Bistro On 130,Middleburg Heights
100854,jX6Gzr6WdoPxiRLKDfcVrQ,Nagoya Japanese Restaurant,Markham
100855,CNRXPwmj5EvSNdXnOXcpJg,Desert Swirl Frozen Yogurt,Phoenix
100856,LO3SQIsi1WsM23JYgIgqhA,Chuck's Chicken Plus,Aurora
100857,6zk3QLl5wSc5bFtHrqvZyw,Water Mart,Phoenix
100858,YDJGN_WXkXBAp2LTXvjyaA,La Vite,Gibsonia
100862,huZ1fY8x0-9l5Mo-lUxt7Q,Enso: Rolls & Bowls,Fairview Park
100864,-LyGT6bztmvWd3_pa93YDg,Flame Kabob,Las Vegas
100865,Wl8i136FAmPmwTsDr4Eqzw,Cinnabon,Las Vegas
100866,kBJfBVaXJtPEKLTov1hJdQ,Reathrey Sekong,Phoenix
100867,J-SZZniOp7nNsCNbj5rIUQ,New Generation Sushi,Toronto
100870,lpcniW0cBbQMSmksTrD_2Q,Steakhouse at Bill's,Las Vegas
100874,-Yq3_hzWqsPR3s8SLyQ2fQ,McDonald's,Etobicoke
100878,7Bg1D_0dLNOqoJUAW_s14w,Les 5 Saisons,Westmount
100879,jItwkDeMBFquEb7mAvW-Dw,Little Caesars Pizza,Pittsburgh
100880,JzmJCDSJ_35kJgAlxcZDqQ,Panda Express,Las Vegas
100883,z38AL1If2XDQhxh3Ioan3A,Taco Bell,Surprise
100884,PbypcJXeCU2EVJy7CLjQ6A,MAD Greens - Arrowhead,Peoria
100885,Vi6B2DYOuLiTRSaCQhxQ1w,Poutine Machine,Toronto
100887,Wm7RROKOfPZBHuG1QMT7pw,Tim Horton's,Toronto
100888,AuWFn084piPDQS3T_THJIw,The Cafe,Phoenix
100891,cI1qHDTMH70jptTkWYocQg,Grand Cafe,Henderson
100892,uaI0dCXeOY8A43PCZG0wxg,Gunther's Fine Baking,Calgary
100893,w67o_AhcSU_fjVOTlbquXg,Gennaro's Pizza & Pub,Pittsburgh
100894,XXGzCIcxzAZ6H98mxZbdqA,T&T Supermarket,Toronto
100895,cRuk2y-LeWL42UVEkLVU3A,BnB Bistro,Toronto
100899,oaTbZh8B-IVFEwbzJcIOBg,Azan Wok,Pittsburgh
100903,-zRDLAmg2h9uKpNY0OYdVQ,Burrito Bandito,Phoenix
100906,h9jF_8nSI8uYU7aTIkaW5Q,Zuko's Pizza,Coraopolis
100909,GdE5ZF7XMDyjwBVB_5qszA,Northside Nathan's,Las Vegas
100915,0k5W44XU4uSEsPA163LKjQ,Panda Express,Higley
100916,ssmIZA9wuZxtTVTEuBeF0Q,Market Outlet,Pittsburgh
100919,42meQCDS6303GRPkSjNLCA,Cold Stone Creamery,Toronto
100920,P_ilOWgHj2DMSSZSDtvzbg,Sky Lounge,Phoenix
100922,DiSARzaWBeNyB4oU047TcA,Bier's Pub,Pittsburgh
100923,Fsyx7UqZgt_0d3DlP_XD6w,Il Mondo Pizza & Restaurant,New Tecumseth
100926,D84t4wCarKR7h9lbWZDFmQ,Tang Dynasty Best Food,Markham
100927,lAI7jrI7x6OoWC02nKPexg,'Round Table Tours,MontrÃ©al
100928,bHi2caO6sa5opgxM4a6OKQ,Overdraught Irish Pub,Toronto
100930,_4MFq9_5cXWJpj8TDZkt9A,Dream Swirls Frozen Yogurt,Goodyear
100931,ZO3ihx5FOObI_uCgin4x8w,On The Border Mexican Grill & Cantina,Peoria
100932,1zFQymM2ll0lpBmHMch-QA,Braz.1.L Esfiha House,Toronto
100933,yYfgg3sbg_9U2A0w72jLHA,Tropical Smoothie Cafe,Goodyear
100937,RkqN70Pidy6_tAWMvodOLg,Ta Ta Bistro,Henderson
100942,8IY7Ke86FdTCAgidNTk8eA,Apache Joes Bar & Grill,Las Vegas
100946,d-l0D4N236Qc0-Iy-p1cFw,Cracker Barrel Old Country Store,Urbana
100947,kgffcoxT6BQp-gJ-UQ7Czw,Subway,Las Vegas
100949,PgdFGH6h5IJD_Wn4BEjKGQ,Stickler's,Phoenix
100957,7NucoWCjPzZyRPjsVR28xQ,Bonanno's New York Pizzeria,Las Vegas
100960,lK7gnWVs81PI1XxeJ7DEPA,"Peace, Love and Little Donuts of Robinson",McKees Rocks
100964,l4x5FFzfiCFrGN0S-uZbBQ,Nando Milano Trattoria,Champaign
100966,M56l-0DuaNhJ-SCJ1UAkgQ,Bombay Palace,Brampton
100968,nvh-zGYHKwIUiPTgwhIScA,Taco Bell,Las Vegas
100969,d85ye7OjCfRXd9MHGChaFQ,Jimmy John's,Henderson
100972,YMKgJvXZiOnw4X-aBB1W-g,Hung Food Cooking Limited,Scarborough
100975,nS60iO5QhSt-MzCwekrR0w,Captain D's,Gastonia
100979,vH9DwzKPgLPUL3UfNKM1VA,Pure Delite Cupcakes,Akron
100981,hqWNpbCEzt7EzUeWkDqjBA,Franky T's Pizzeria,Gastonia
100982,HIH1SPMed6mASI5VvSJbGA,Walgreens,Las Vegas
100987,fA58G6dYaYJ7Ui2jgQc6oA,The Chrome Toaster,Charlotte
100988,9jZ9el4v3gWwV2oc5u5kFQ,Pho Saigon,Toronto
100991,uWTMa1_JDJRHE7TAKmw3ZA,Popeyes Louisiana Kitchen,Phoenix
100993,WyPN1ZsvxOIHvetxPet4Nw,Edible Arrangements,Scottsdale
100994,kPr9rYEkGwbRLgUHvKljQQ,Pizza Brutta,Madison
100995,PhfGwisOXE17zeSbAeAKhA,Cobs Bread,Calgary
100998,3Ebr7mBRoEAWq_hXgG30kg,Great Wraps,Pineville
101002,72Q-Gu4rye0kEMWuw7P2oQ,Cala Lily Cafe,Gibsonia
101004,rw6V2nxeZr212dJv4t4-4w,AJs Restaurant,Harrisburg
101005,aAGo2MMC2hQlG5uhPPNnjA,Su&Shi Noodle Bar,Toronto
101007,zm-nB9xWL0RWZ-zoL7JNuQ,Starbucks,Las Vegas
101008,d17TNvbQP8h5_WniCnma1A,Live Fire Q,Henderson
101016,Ww-qDl1G9Kr7igS3ouA_Cw,Boehmer,Toronto
101020,66LvqsvQ3niOFqJIPnT7iA,Montreal Poutine,MontrÃ©al
101022,y5fwt6pAKnvYOSn-xOUepA,Cafe Ba-Ba-Reeba,Las Vegas
101031,cZJMzGjHqMgWi73rBDB5RA,Jack In the Box,Peoria
101034,py85NxzGJTNfeQvqrKY_GA,White Cross Market,Las Vegas
101037,hDL3Q-GNQlOuE04_zWEMJA,Krazy Buffet,Las Vegas
101038,OgqCiD7tha_a42tQjxarag,Salon de ThÃ© CHAÃ� Tea Lounge,MontrÃ©al
101040,_y4Weidh-lApX2HNBKXuQw,Palace Pizza & Spaghetti House,Newmarket
101048,qp8ZMqt0rTNH3Z8uZm_swA,Co-Go's,Pittsburgh
101051,vksSR5uiHlG0tDKZHmt9mg,Long John Silver's,Peoria
101052,Zjf5uzPfdfTneZJtO4xvEQ,Strip District Meats,Pittsburgh
101058,4Wou6LarHqefHP21qRu0Ag,Tropical Smoothie Cafe,Las Vegas
101060,-sAfscV-SWC278qqCNxraQ,Mesa Community Family Restaurant,Mesa
101064,nqAkNjCifk6TINzZu9eSrQ,Pelican's SnoBalls,Fort Mill
101065,aj0DdrjiVvWxVDZodgRTfQ,Taqueria El Pirul,Gastonia
101068,yKShDxZcD-9UtqvtZfdWqw,Chipotle Mexican Grill,Avon
101070,RAKSBqeNb-p_ZABwAWH_jA,Koishi Restaurant & Sushi Bar,Charlotte
101075,08t3_HjbpLyPeuft6eoa5A,Page Dairy Mart,Pittsburgh
101081,soESo5VzPTaA_ZtY70JhXg,CÃ©ramic CafÃ©-Studio,MontrÃ©al
101087,YJCVgvFmGGbFvXYcrgMsLg,Arby's,Belmont
101088,mXaqyzYTqiTc-LrTFAm0Yw,Sabor Miami Cafe & Gallery,Cleveland
101090,yD2jmBrBPbLJ2yN3lQQHjw,Wangs Kitchen,Mississauga
101091,dtKy808TwAgtOcwSCbXFJw,Jipbap Taste of Korea,Champaign
101093,ULL4NzqlwQkBe5mt3gSjXw,Froyo Twist,Mentor
101094,JpPguWEzvNATjUJ48xCj8g,Pizza My Dear,Las Vegas
101096,6FcWDPLMmoqul-0PGVUEDA,Bedder Bedder & Moore,Charlotte
101097,JE1DU5Eu4b8C_ddgxDvwfQ,Restaurant Trevi Pizza,Verdun
101100,dFIeUXVsZuOsNCPPjPAdxw,Penny's Diner,Canonsburg
101102,pAR0lYfIr2x6aq9CpqEXDQ,Los Arcos Mexican Restaurant,Kannapolis
101103,PT92mIFSqhkDNfbi0Hq9BQ,Old Toronto Beer Tour,Toronto
101104,x04le5eTqdzeDajOGUdNoQ,Subway,Denver
101106,1U2YWf8pQJHHV7iYnh24iQ,Minute Muffler & Brake,Calgary
101109,VVeEiDBnfekolbs8FzAD7w,Fuego Bar and Grill,Tolleson
101114,EbxaQO95C7PUNTmokE70XA,Bamboo Republic,Arnold
101121,GFDAcnOHfzPeukBmgsGvlw,L'epi D'or Marche,MontrÃ©al
101124,7WM7pwCwsn81yG4FgqFG3w,Debu's Nouvelle Indian Cuisine,Toronto
101126,hHYyTe8ncqy9WLLgnl_30A,New China Buffet,Mentor-on-the-Lake
101130,N_k0rBm3OcJlAexLlhGRiw,Einstein Bros Bagels,Pittsburgh
101135,bVKrAuvOpaImrNRBsVlaSw,Rapido,Toronto
101137,cccT1HYSn1e4gDbMx9xebA,Fit For Life,Toronto
101140,OMSU8ETagNDMw_og8gJI3w,Barakah Creamery & Cafe,Mooresville
101141,7XQLq8mnPeO5Wjhx7EBajg,Pho Orchid,Toronto
101146,WVaAKpO2SHBMp2PUhjekDQ,East of Chicago Pizza,Cuyahoga Falls
101149,YOqMLa1VN64ajf-kO9vv8g,Smoothie King,Charlotte
101151,yLTATolCkihuQ-TFaEPJkQ,Little Caesar,Henderson
101155,jZ_3vs_RtMrkZbol1U_U7Q,Greekfest Restaurant,Phoenix
101156,bTGySRKZipOmjN27wuEVkw,Rice to Go,Whitby
101167,TPsjAbLjbnqNZ8XEZMsd8A,China Huts,Las Vegas
101168,CDl0tbkfSZS3UHg5_L9gBA,Miyaki Sushi,Toronto
101169,uVzcDI3s3oFb1wzDDar0mQ,La Cabane de Danny,MontrÃ©al
101171,G87Yg6as3LU5Af1IwoPIYg,Crazy Pita Rotisserie & Grill,Henderson
101176,ZzKlyyKjlMvhLDFAlHiXpQ,Roma Pizza Plus,Saint-Lazare
101179,GeOmt2gXyJhKwz-cjOC5mg,Jardin du Cari,MontrÃ©al
101183,T7MemoFgPy6iNk4456vKWw,Sterlings Steakhouse,Laval
101186,eqQnIjAAhOUuHqK6gTWRXw,Maggiano's Little Italy,Beachwood
101193,UIU7tug_Y-qVv_aLt7NN4g,MOD Pizza,Gilbert
101205,ZdYpLTSAsp7zoz_yGGqjkA,Estia Cafe,Toronto
101206,Zm4thuevuABAO1A12omrYQ,Nutrition in Motion,Toronto
101211,4NQJBo8IDSd5kNO5i3e61w,Rajin's West Indian Take Out,Scarborough
101214,MdWi9SwcTku6yAnII9ptLg,Kenny's Delight,Markham
101215,Q3u6g9t_06TwkKPCo4-uIA,Prepd,Toronto
101216,61BtQLwM5QPI9taQ20owVA,Black Box Fix,lyndhurst
101218,dXM9Pj295pcXdR0qxvMfLQ,The Heavenly Vegan,Las Vegas
101219,4aKSBiaC43EwDr7gPg1CKA,Garage CafÃ©,Verdun
101222,8P6Byy7QtCQorfenzaxdWg,Wah Wi Chinese Food,Bolton
101223,IutYdMXVSV9HRaTuDz3zKQ,Pizza Bella,North York
101224,UW9TxzfXLbWJNoxEKEoR9A,Juan Taco,Charlotte
101230,9DTypMuJS6GQZYdUWbFXQg,Baci Italian Bistro,Higley
101234,iptcPXvENmMiGhvjUV1fLw,Bosa Donuts,Phoenix
101235,_nbIgkvf81AH2F6JWmbQvw,Sammy's Family Restaurant,Painesville
101239,Yhgs5zewpFuCDpc96CBa5w,Paradise Bakery and Cafe,Avondale
101240,9M8YCVuifbGkjmtPgvm6QA,IGA,MontrÃ©al
101241,DKY6neYbUjeb2Hfq4YMdgw,Subway,Henderson
101242,oiBjHNHUJkBznuOmfIV9yQ,Pei Wei Asian Diner,Fountain Hills
101243,sE38gJmCOLglVHPwUIhVFw,Clandestino,MontrÃ©al
101244,SiGtGUlCPuU2JdDdERyZww,Restaurant Eche Pa'echarle Pena (Party) Touristica,MontrÃ©al
101245,YDRnoQr8UyxPEXi-5ZrVJg,KINTON RAMEN,Markham
101248,_fn0wb-tIqejQkeqrEjHfQ,Brother's Jamaican,Newmarket
101252,11JpKLTgSGMlkK_HmQsjaQ,S & R Farm Market,Cleveland
101259,aOdq3R3QS5PUl7FLecrDlg,Freshii,Mississauga
101261,FKNvQvsknpNSG26hVtzJ0w,Einstein Bros Bagels,Phoenix
101263,BeVO7CR25FBOCJoOIJiQvw,Blasiole's Pizza,Streetsboro
101264,9Oo3ZGrWLmlO2r33KNK-8A,Tacos La CabaÃ±a,Glendale
101266,Bh8qt5P8MmhEEu_qRLz7EQ,CafÃ© du Nouveau Monde,MontrÃ©al
101267,QzJRy39dMq844mPzj9Mlfw,D'Amico's,Pittsburgh
101271,GZOFuQQDXxdjb8w03StJyg,Panda Garden,Caledon
101275,XTud0c9F7oRCeNI3rULk7w,Carribean Queen Metro,Toronto
101282,EJQAHDgQJAOfygO6HA21aA,El Mitote Raspados,Phoenix
101286,47jO8p_VLTkGTQeAsm386g,Dickey's Barbecue Pit,Gilbert
101289,MIwZFWqm8jytQ0Or01EWkQ,Tandoori Mahal,MontrÃ©al
101301,KBKeuN6Dbr0lJYGy3Go4RQ,Western Reserve Meadery,Cleveland
